Comment,Designator,Footprint,LCSC Part #
74LVC1G04,IC17,SOT95P280X145-5N,
100nF,C21,C0402,
SN74LVC2G66,IC16,SOP50P310X90-8N,
TP,14VN 14VP FB0 FB1 FB2 FB3 FB4 FB5 FB6 FB7 REF/2 TP_BSW_G TP_VFB_14VN TP_VFB_14VP TP_VREF_TPS VCOMB VFB12VN VFB12VP VREF VREFR,TP,
